"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Banco Products India Ltd","Ffice Factory : Bil Near Bhaili Rly Station Padra Road Dist: Baroda - 391410, Factory: Plot No 04/B In Aspenpark Infra Vadodara Private Limited, Ffice Factory : Bil Near Bhaili Rly Station Padra Road Dist:","","Phone Numbers:  --- Emails: ","India","7","New York/Newark Area, Newark, Nj, Seattle, Wa","Mundra, Jawaharlal Nehru, Mina Dumyat","870891, 551342, 392690","Fcl Five Hundred Eighty Eight Only Nos Radiators Packed Radiator Gujarat India Regd Off Bil Near Bhaili Rly Station Padra Road Dist Baroda Pan Aaacb Gst Aaacb Cin Plc Iec Bin Aaacb Lft Loa Kasez Dco Bond Aeo Certi Inaaacb Valid Upto Exports Bancoindia Website Www Bancoindia Mti Worldwide Logistics Christensen Suite Seattle Contact Person Joe Klein Keybank Attention Client Services Lien Dept Tiedeman Road Brooklyn Mailcode, Fcl Five Hundred Eighty Eight Only Nos Radiators Packed Radiator Gujarat India Regd Off Bil Near Bhaili Rly Station Padra Road Dist Baroda Pan Aaacb Gst Aaacb Cin Plc Iec Bin Aaacb Lft Loa Kasez Dco Bond Aeo Certi Inaaacb Valid Upto Exports Bancoindia Website Www Bancoindia Mti Worldwide Logistics Christensen Suite Seattle Usa Contact Person Joe Klein Keybank Attention Client Services Lien Dept Tiedeman Road Brooklyn Mailcode, Fcl Five Hundred Seventy Nine Only Nos Radiator Packed Radiator Aluminium Plastic Tanks Radiators Thereof Dtd Pan Aaacb Gst Aaacb Cin Plc Iec Bin Aaacb Lft Regd Aaacb Lxaeo Certi Inaaacb Valid Upto Exports Bancoindia Website Www Bancoindia Mti Worldwide Logistics Christensen Suite Seattle Usa Ctc Person Joe Klein Keybank Attn Client Services Lien Dept Tiedeman Road Brooklyn Mailcode","7","59346","Mti Worldwide Logistics, Performance Radiator Harrisburg","16040 Christensen Road Suite 320 Seattle, 16040 Christensen Road Suite 320 Seattle United States 98188, 16040 Christensen Road Suite 320 Seattle Wa 98188"
"Broad Victory International Co Ltd","Room 317 Suyuan Building No 165 Of West Street Huaian Jiangsu China 223001, Room 317 Suyuan Building No 165 Of West Street Huaian Jiangsu China","","Phone Numbers:  --- Emails: ","China","7","Los Angeles, Ca","Qingdao, Shanghai","170219, 190230","Canned Pear Diced Light Syrup Canned Pear Diced Light Syrup Canned Pear Diced Light Syrup Brand Jack Pot Conf Fda Wood, Canned Pear Diced Light Syrup Canned Pear Diced Light Syrup Brand Jack Pot Conf Fda Wood, Canned Pear Diced Light Syrup Canned Pear Diced Light Syrup Brand Jack Pot Conf Fda Wood Canned Pear Diced Light Syrup","13","210000","C Pacific","13503 Pumice Street Norwalk Ca 90650 Tel: 562 802-2199 Fax: 562 802-3022"
"Eastman Export Global Clothing P L","Td 5/591 Sri Lakshmi Nagar Pitchcmpalayam Pudur","","Phone Numbers:  --- Emails: ","India","7","New York/Newark Area, Newark, Nj","Colombo Harbor","611120, 621132, 610462","Cotton Knitted Boys Pullo Ver Cotton Knitted Ens Pullo Ver Cotton Spandex Knitted Womens Pan Cotton Polyester Nitt Mens Pullover Arrange Wood Mate Rial Relay Vessel Maersk Sal Toro Mmary Mrku Tota Summary, Cotton Spandex Knitted Womens Pants Cotton Pandex Knitted Womens Pants Cotton Lyester Spandex Knitted Wom Ens Pan Yle Rranged Mrku Wood Aterial Relay Vessel Maersk Saigon Summary Mrku Otal Summary, Cotton Spandex Knitted Womens Pullover Cotton Spandex Knitted Womens Pan Cotton Spandex Kni Tted Mens Dress Arr Anged Mrku Wood Mat Erial Relay Vessel Maersk Igon Ummary Mrku Tot Summary","7","1407","",""
"Jhe Trade Co Ltd","Address:57 Xianghe Road Suxi Town Yiwu City Zhejiang Province","","Phone Numbers:  --- Emails: ","China","7","San Juan, Puerto Rico","Port Bustamante","670290, 420299","Simulation Flowers Plastic Flower Pots Plastic Cable Tie Registration, Curtain Plastic Flower Pot Registration, Curtain Plastic Flower Pots Registration","8","116220","Outlet China Llc, Outlet China Humacao Llc","Plaza Del Carmen Mall Local #8 Former Supermarket Amigo Caguas Pr 00725 Tel:787-321-5078 #, Plaza Del Carmen Mall Local #8 Former Supermarket Amigo Caguas Pr 00725 Tel:787-321-5078 ##, Boule Vard Plaza 3 Calle Dr Vidal Humacao Pr 00791 Po Box 7576 Caguas Pr 00726 Tel: 787 321-5078#"
"Jiangsu Wormhole E Commerce Co Ltd","Room 201 Building 10 Eastside Hig Road Xinbei Changzhou Guangdong 510000 Cn, 12Th Floor Block B Wandu Plaza No 388 Heping Middle Road","","Phone Numbers:  --- Emails: ","China","7","Los Angeles, Ca","Ningpo, Shanghai","392220, 391990, 950510","Artificial Ivy Garland Lamp String Notebook Paper File File Simulated Potted Plantball Pen Plastic Bottles Plastic Flowers Nyl Adhesive Tape Glass Vase Ceramic Flowerpot Towel Book Shelf Plastic Straw Pillow Wooden Beads Balloon Canvas Sandpaper Glasstube Crepe Paper Holiday Supplies Cak Border Ultra Light Clay Tianning Distri Changzhou Stsaiefficientglobe Omartificial Ivy Garland Lamp String Notebook Paper File File Simulated Potted Plantball Pen Plastic Bottles Plastic Flowers Nyl Adhesive Tape Glass Vase Ceramic Flowerpot Towel Book Shelf Plastic Straw Pillow Wooden Beads Balloon Canvas Sandpaper Glasstube Crepe Paper Holiday Supplies Cak Border Ultra Light Clay Tianning Distri Changzhou Stsaiefficientglobe Omartificial Ivy Garland Lamp String Notebook Paper File File Simulated Potted Plantball Pen Plastic Bottles Plastic Flowers Nyl Adhesive Tape Glass Vase Ceramic Flowerpot Towel Book Shelf Plastic Straw Pillow Wooden Beads Balloon Canvas Sandpaper Glasstube Crepe Paper Holiday Su, File Plastic Flowers Plastic Storage Plastic Rattan Plastic Potted Plant, Plastic Flowers Plastic Pots Tumbler Plastic Storage","16","190811","Waygo Group Inc","36 S 18Th Avenue Suite A Suite 101 Brighton Co 80601 Tle:619-920-3888"
"Kwung S Wisdom Hong Kong Co Ltd","Unit 1102 11Th Floor Brill Plaza No 84 To Kwa Wan Road To Kwa Wan Kl, Unit 629A 6Th Floor Star House No 3 Salisbury Road Tsim Sha Tsui Kl Hong Kon, Unit 629A 6Th Floor Star House No 3 Salisbury Road Tsim Sha Tsui Kl Hong Kong","","Phone Numbers:  --- Emails: ","China","7","Tacoma, Wa","Qingdao, Shanghai","900140, 847529","Glass Pot Glass Tableware Glass Pot, Glass Tableware Glass Pot Glass Tableware Glass Pot, Glassware Glass Pot Glassware Glass Pot","16","154152","Dollarama L P","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006"
"Maersk L&S Egypt Free Zone","Inside Public Free Zoe Area As An Agent Of Nile Clothing T&C, Inside Public Free Zone Area As An Agent Of Nile Clothing, Ismailia Public Free Zone As An Agent Of Lotus T&C Ismaileya Egypt","","Phone Numbers:  --- Emails: ","East Timor","7","Savannah, Ga","Algeciras","870323, 021019, 551432","Nile Clothing Men Pants Mgw Crtns Lotus Wrwpo Cotton Pandex Mens Wov Jeans Pan Blue Den Crtns, Nile Clothing Styl Crtns Pant Nile Clothing Crtns Men Pan Second Carmichael Ternational Service Corpo Rate Center Suite Mon Terey Park Andrewt Carmnet Athenas Carmnet Rubyc Carmnet Ktboce Carmnet Nile Clothin Crtns Men Pant Sty Crtns Mens Cotton Polyster Spa Ndex Wov Pants, Second Carmichael Inte Rnational Service Corpora Center Suite Monte Rey Park Andrewt Armnet Athenas Carmnet Rubyc Carmnet Cntr Tcnu Lotus Tns Elt Womens Wov Sho Rts Crtns Womens Cotton Spandex Wov Pant Womens Cotton Olyester Spandex Woven Pant Womens Cotton Polyester Spandex Woven Pant Womens Cotton Polyster Span Dex Woven Pant Womens Tton Polyster Spandex Wov Pants Womens Cotton Polyester Spandex Woven Pan Womens Cotton Poly Ster Spandex Wov Pants Mens Cotton Rayon Pol Yester Spandex Woven Pant Omens Cotton Polyster Spandex Woven Pant Cntr Msku Lotus Ttcrtns Ttgw Ttcbm Ply Spx Women Wov Shorts Ply Spx Womens Wov Shorts Ply Spx Womens Wov Jeans Ply Spx Womens Wov Ans Blue Den Elt Womens Wov Jeans Elt Womens Jeans Elt Women Wov Jeans Elt Mens Wov Jeans Ttcrtns Ttgw Tcbm Womens Cotton Polyster Spandex Woven Hort Womens Cotton Pandex Wov Pants Crtns Rku Rbwdn Crtns Cotton Elastane Woven Pant Lotus Atwhx Ttc Rtns Ttgw Ttcbm Cotton Spandex Mens Wov Jeans Blue Denim","24","267099","Kontoor Us Llc","400 North Elm Street Greensboro N Kristy Gardner@Kontoorbrands Com, 400 North Elm Street Greensboro Nc27401 Usa Kristy Gardner@Kontoorbrands Com"
"Marina Commodities Inc","90 Burnhamthorpe Rd West Suite 1102 Mississauga On L5B 3C3 Canada, 90 Burnhamthorpe Rd West Suite 110 Mississauga On L5B 3C3 Canada Corporation No: 1517166, 90 Burnhamthorpe Rd West Suite 1102 Mississauga On L5B 3C3 Canada Bn+1517166 T: 1 905 828 0777 F:1","","Phone Numbers: +19058280777, 19058280777 --- Emails: ","Canada","7","Seattle, Wa, Long Beach, Ca","Vancouver, Bc, Prince Rupert, Bc","071340, 012330, 120510","Canola Seeds Grade Ori Gin Canada Specification Commercially Cleaned Oil Ontent Basis Min Disco Unt Dockage Basis Max Discount Above Fully Deductible Max Moisture Quantity Docume Ntary Credit Lcni Issue Issuing Bank Name Laxm Bank Hattisar Kathman Nepal From Canada Birgunj Nepal Via Dryport Office Nepal Cfr Rgunj Nepal Basis India Inco Term Proforma Voice Cnspi Dated Applicant Pan Caed Ode Pre Paid Dthc Applicable Free Time Days Combined Etention Demurrage Por Discharge Place Deli Very Maersk Destination Ent Maersk Nepal Pvt Outer Shopping Arcade Hotel Altee Crowne Plaza Tahachal Kathmandu Nepal Phone, Canola Seeds Oil Basis But Min Pct Discou Pct Between Pct Dockage Foreign Matt Basis Pct But Pct Discount Betwe Pct Moisture Pct Max Cnf Birgunj Nepal Beneficiary Proforma Voice Cnspi Issuing Bank Name Mega Bank Nepal Limited Harmonic Name Applica Probiotech Industries Pvt Pan Applicant Applicable Free Days Combined Detentio Demurrage Port Dis Charge Place Delivery Dthc Applicabl Free Time Days Combined Detention Demurrage Discharge Place Del Ivery Are From Port Canada Transit Birgunj Nepal Via Dryport Office Sirsiya Nepal, Green Lentils Richlea Grade Canada Feet Green Lentils Richlea Grade Canada Specification Canadian Grain Commission Details Gst Aaxfr Pan Aaxfr Iec Aaxfr Fssai Mail Royalimpex Gmail Contact Dthc Caed Green Lentils Richlea Grade Canada","92","1468246","Navya Agro, V N Moorthy & Co, Annapurna Vegetable Products Pvt","207 Maharshi Debendra Road 2Nd Floor Room No 47 Kolkata West Bengal 700007 India Iec No 0215007646 Gstn - 19Aa, 207 Maharshi Debendra Road 2Nd Floor Room No 47 Kolkata West Bengal 700007 India Iec No 0215007646 Gstn :19Aakf, 366 Ramamoorthy Road Virudhunagar - 626001 India Iec Code: 3507007037 Fssai Lic No+10012042000607"
"Nan Ye Hk Trade Limited","Suite 913B 9/F Ocean Ctr Harbour City 5 Canton Rd Tst Kln Hong Kong","","Phone Numbers:  --- Emails: ","China","7","Los Angeles, Ca, Long Beach, Ca","Yantian","670290, 442090, 830250","Flower Pot Flower Pot Jewelry Rack Wood, Jewelry Rack Jewelry Rack Plastic Flower Pot Solid Wooden, Jewelry Rack Jewelry Rack Plastic Flower Pot Wood","7","71238","Shenzhen Leimai Network Technology Co Ltd, Glory Sea Trade Limited","7Gj1 Fortune Building No 88 Fuhua San Rd Gangxia Community Futian St Futian Dist Shenzhen, Rm 08 20/F Witty Comm Bldg 1A-1L Tung Choi St Mongkok Kln Hong Kong"
"Shanghai Xiangcheng Trade Co Ltd","No 755 Huaxu Road Xujing Town Qi Ngpu District Shanghai 2850699667@Qq Com Usci+9131011806597130Xy, No 755 Huaxu Road Xujing Town Q Ingpu District Shanghai, No 755 Huaxu Road Xujing Town Qi Ngpu District Shanghai2850699667@Q Q Comusci+9131011806597130Xy","qq.com, q.q.comusci","Phone Numbers: +913101180659713, 057186436777 --- Emails: Shanghai 2850699667@Qq Com Usci, 2850699667@Qq Com Tel, District Shanghai2850699667@Q Q Comusci","China","7","Long Beach, Ca, Los Angeles, Ca","Ningpo, Shanghai","262060, 392220, 392690","Pan, Aluminum Foil Baking Cup Aluminum Foil Pan, Flower Mud Balloon Plastic Flowers Artificial Flower Nail Arch Support Balloon Accessories Ultra Light Clay Simulated Plant Simulation Rattan Simulated Potted Plant Diy Resin Fittings Gardening Tool Coloured Ribbon Pillow Balloon","7","86574","Jh Chb, Jacky Huang Licensed Customs Broker, Kiki Trade Inc","3843 Paddy Ln Baldwin Park Ca 91706Ph: 626-747-2123, 3843 Paddy Ln Baldwin Park Ca 91706Ph:626-747-2123Ein:85-1956885 Email:Jacky@Jhchb Com;+, 555 Joliet St Denver Co 80239 Te L+12053787670Ein87-1156382"
"Shenzhen Hyyt Supply Chain Management Co Ltd","1-3/F Building #9 Yongtai East Road #7 East Park Of Baishixia Fuyong Street Bao An District, 3Rd Floor Hengrunda Building A No 2 Tengfeng Fourth Road Fenghuang Community Fuyong","","Phone Numbers:  --- Emails: ","China","7","Long Beach, Ca, Los Angeles, Ca","Yantian","392220, 481960, 720421","Chandeliers Protective Cover Chandeliers Protective Cover Photo Frame Flower Pot Shenzhen Mia Gdhyyt, Flower Pot Storage Flower Pot Storage Receive Mat Shenzhen Miagdhyyt, Keyboard Chandeliers Keyboard Chandeliers Plant Pot Bases Air Pump Wood Mia Gdhyyt","7","80450","Edward Transit Broker Inc","15000 Staff Ct Gardena Ca 90248 Daniel Liang Tel:626-392-8731 Fax:310-965-0205 Email: Etebroker@Yahoo Com"
"Taixing Henghao Decoration Material Tongde","Road 216 Taizhou 225451","","Phone Numbers:  --- Emails: ","China","7","Miami, Fl","","670290","Plastic Flower Pots","17","85670","Costa Farms Llc","21800 Sw 162Nd Avenue Miami Fl 3317Contact: Patricia Fuquene <Pattye@Cyaimi Arias <Yarias@Costafarms Com>"
"Zest Garden Limited","10/F No 143 Shih-Shang Road Shih-Lin Taipei China, Dhl Global Forwarding China Co Ltd Xiamen Branch O/B Zest Garden Limited 10/F No 143 Shih- Shang Road Shih-Lin Taipei Taiwan, 10/F No 143 Shih- Shang Road Shih-Lin Taipei China","","Phone Numbers:  --- Emails: ","China","7","Tacoma, Wa, Los Angeles, Ca","Yantian, Kao Hsiung","090620, 320420, 485654","Faux Green Succulent Faux Green Succulent Faux Grass Faux Orchid Faux Lavendar Faux Eucalyptus Pot Grass Black Pot Lclcustoms Loblaw, Fun Col Change Tree Fun Col Change Tree Flocked Slimine Tree Potted Flocked Tree Lclcustoms Loblaw, Fun Col Change Tree Fun Col Change Tree Fun Col Change Tree Flocked Slimine Tree Potted Flocked Tree Fun Col Change Tree Potted Flocked Tree Flocked Slimine Tree Potted Flocked Tree Fun Col Change Tree Flocked Slimine Tree Potted Flocked Tree Potted Porch Tree Potted Porch Tree Fun Col Change Tree Potted Flocked Tree Fun Col Change Tree Fun Col Change Tree Lclcustoms Loblaw","22","116099","Loblaw Customs Compliance & Global","Trade 1 President S Choice Circle Brampton On L6Y 5S5 Phone: 905-459-2500, Trade 1 President S Choice Circle Brampton On L6Y 5S5 Phone: 905-459-2500 Fax:"
"A&I Trade Hk Co Ltd","Xiadongpu Industrial District Fengxi Chaozhou Guangdong China","","Phone Numbers:  --- Emails: ","China","7","Tacoma, Wa, Seattle, Wa","Yantian","761511, 701590","Terracotta Shallow Pot Terracotta Shallow Pot Citronella Candle Citronella Candle Assorted Shaped Cement Pot Citronella Candle Assorted Shaped Cement Pot, Citronella Candle Round Terracotta Citronella Candle Round Terracotta Pot Embossed Desi Citronella Candle Round Terracotta Pot Embossed Desi, Shallow Pot Citronella Candle Shallow Pot Citronella Candle Terracotta Shallow Pot Citronella Candle Citronella Candle Round Terracotta Pot Embossed Desi Citronella Candle Round Embossed Cement Pot Citronella Candle Round Terracotta Pot Embossed Desi Citronella Candle Terracotta Pot","16","197592","Dollarama L P, Canadian Pacific Logistics","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada 1-514-737 1006 1-514-731-7755, 1290 Central Parkway West Suite 600 Mississauga On L5C 4R3 E-Mail: Cpl_Dollarama@Cpr Ca"
"C P N Import & Export Co Ltd","34/1 Moo 2 Petchakasam Rd T Jadeehak A Muang Ratchaburi 70000 Thailand","","Phone Numbers:  --- Emails: ","Thailand","7","Los Angeles, Ca, Long Beach, Ca","Laem Chabang, Kao Hsiung, Yantian","691490","Pottery Ware Bundles Pottery Ware Flower Pots, Pottery Ware Flower Pots, Pottery Ware Bundles Crates Pottery Ware Flower Pots","7","71921","Asian Ceramics Inc, Asian Ceramic Inc","2800 Huntington Drive Duarte Ca 91010 Usa Tel : 6264496800 Fax : 6264496895, 2800 Huntington Drive Duarte Ca 91010 Usa Tel: 6264496800 Fax: 6264496895"
"Decolink International Ltd","5/F Block B Herong Mansion 189 Panhuo Road Ningbo China, 5/F Block B Herong Mansion 215 Panhuo Road Ningbo China","","Phone Numbers:  --- Emails: ","China","7","Tacoma, Wa, New York/Newark Area, Newark, Nj","Ningpo","482390, 950291, 090940","Cardboard Seeds Pot Mil Doll Arama Chrobinson, Cardboard Seeder Potcardboard Seeder Pot Cardboard Seeds Pot Tray Cardboard Seeder Pot Mail Cpl Dollaramacpr Cardboard Seeder Pot, Cardboard Seeds Pot Tray Cardboard Seeds Pot Tray Cardboard Seeds Pot Tray Garden Seeds Start Kit Mail Cpl Dollarama Cpr","18","60569","Dollarama L P","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada 1-514-737 1006 1-514-731-7755, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006@@@@"
"Foshan Shunde Hui Chang Furniture","No 7 Xinde Road High Technology Ind, No 7 Xinde Road High Technology Industrial Zone Ronggui Shunde District Foshan City Guangdong Chin","","Phone Numbers:  --- Emails: ","China","7","Baltimore, Md","Yantian, Pusan","441119, 940210","Office Chairs Pot Does Any Solid Wood Packi, Office Chairs Pot Potp Shipmen Does Any Solid Ood","11","61888","Raynor Marketing Ltd","525 Hempstead Turnpike West Hempstead Ny 11552 Usa Tel: 1-516-481-9500"
"Hammax Industries Limited","Unit 04 7/F Bright Way Tower No 33 Mongkok Rd Kowloon Hongkong Jeff Lau Mobile:0086-13623859272, Unit 04 7/F Bright Way Tower No 33 Mongkok Rd Kowloon Hongkong","","Phone Numbers: 0086136238592 --- Emails: ","China","7","New York, Ny, New York/Newark Area, Newark, Nj","Qingdao, Pusan","392290, 741022, 441199","Foil Pan, Foil Pans, Foil Pan Wood Pack Ing","15","86870","King Natan Foil Inc","Add: 445 Sills Road Suite E Yaphank Ny 11980 United States Tel: 631 234-5252; Fax:631 234-5263, 445 Sills Road Suite E Yaphank Ny 11980 United States Tel: 631 23 4-5263; Cell :516-643-0366, Add: 445 Sills Road Suite E Yaphank Ny 10980 United States Tel: 631 234-5252; Fax:631 234-5263"
"Jacobi Carbons India Private Limited","126 Bharathi Colony Peelamedu Coimbatore Tn 641 004 India","","Phone Numbers:  --- Emails: ","India","7","New York/Newark Area, Newark, Nj","Colombo Harbor","380210","Coconut Shell Based Steam Activated Carbon Lot Type Single Pallet Pallet Single Pallet Pallet Iec Pan Aaccj Service Contract Asa, Activated Carbon Coconut Shell Based Steam Activated Carbon Lot Type Single Pallet Pallet Single Pallet Pallet Iec Pan Aaccj Service Contract Asa, Carbon Coconut Shell Based Steam Coconut Shell Based Steam Activated Carbon Lot Type Single Pallet Pallet Single Pallet Pallet Iec Pan Aaccj Service Contract Asa","13","129799","Kuehne & Nagel","7200 Alum Creek Drive Suite D Columbus Oh 43217 Jacobi Carbonskuehne-Nagel Com Aimee Gant 859-568-1464"
"Mombasa Apparels Epz Ltd","Plot No 546/I Sec V/Mn P O Box 92348-80102 Jomvu Road Tel : +254 41 2004769 +254 41 3434","","Phone Numbers: +254412004769 --- Emails: ","Kenya","7","Savannah, Ga","Salalah","620343, 620463, 620342","Nyl Elt Mens Wov Pants Nyl Elt Mens Wov Pan Cut Ngc Quantity Elt Mens Wov Pants Ode Cut Ngc Quanti Nyl Elt Mens Wov Pants Ngc Uantity Nyl Elt Mens Wov Pants Nyl Elt Mens Wov Pan Cut Ngc Quantity Elt Mens Wov Pants Ode Cut Ngc Quanti Nyl Elt Mens Wov Pants Ngc Uantity Nyl Elt Mens Wov Pants Nyl Elt Mens Wov Pan Cut Ngc Quantity Elt Mens Wov Pants Ode Cut Ngc Quanti Nyl Elt Mens Wov Pants Ngc Uantity, Nyl Spx Mens Wov Pants Nyl Spx Mens Wov Pant Nyl Spx Mens Wov Pan Nyl Spx Mens Wov Nts Nyl Spx Mens Wov Ants Nyl Spx Mens Wov Pants Cut Ngc Quantity Eight, Nyl Spx Mens Wov Pants Nyl Spx Mens Woven Pan Cut Ngc Quantity","16","172488","Carmichael International Service","1200 Corporate Center Dr Suite 200 Monterey Park Ca 91754 Tel: 213 353 0800"
"Nederland S A","Carretera De La Vila 48 Viladecans 08840 Barcelona Spain, Carretera De La Vila 48 Viladecans 08840 Barcelona Spain A08653602, Carretera De La Vila 48 Viladecans 08840 Barcelona Spain Nif: A08653602","","Phone Numbers:  --- Emails: ","Spain","7","New York/Newark Area, Newark, Nj, Norfolk, Va","Barcelona","180500, 180400, 180610","Bags Cocoa Power Paf Bags Cocoa Power Pan Pack Ages Bags Cocoa Power Dap Bolingbrook Usa, Cocoa Paste Defatted Bags Kibbled Cocoa Mass Fairtrade Lpcftk Bags Fat Reduced Alkalized Cocoa Powder Parr Bags Alkalized Cocoa Powder Pan, Cocoa Powder Sweetened Bags Alkalized Cocoapowder Pan Bags Natural Cocoa Powder Bags Kibbled Natural Cocoa Mass Lpk Distribution","14","151340","Odyssey International Services, International Forwarders Inc, International Forwarders","18209 80Th Ave S Ste A Kent Wa 98032 United States Phone +1 800-580-6779, 1350 Ashley River Rd 29407 Charleston United States Sandra Merritt +18437697030 T Sandramerritt@Odysseylogistics Com, 1350 Ashley River Rd Charleston 29407 Usa Sandramerritt@Odysseylogistics Com Ph: +1 843-769-7030"
